,Image Index,Finding Labels
144,aug_images_f/img165.png,Cardiomegaly
145,aug_images_f/img166.png,Cardiomegaly
146,aug_images_f/img167.png,Cardiomegaly
147,aug_images_f/img168.png,Cardiomegaly
148,aug_images_f/img169.png,Cardiomegaly
149,aug_images_f/img170.png,Cardiomegaly
150,aug_images_f/img171.png,Cardiomegaly
151,aug_images_f/img172.png,Cardiomegaly
152,aug_images_f/img173.png,Cardiomegaly
153,aug_images_f/img174.png,Cardiomegaly
154,aug_images_f/img175.png,Cardiomegaly
155,aug_images_f/img176.png,Cardiomegaly
156,aug_images_f/img177.png,Cardiomegaly
157,aug_images_f/img178.png,Cardiomegaly
158,aug_images_f/img179.png,Cardiomegaly
159,aug_images_f/img180.png,Cardiomegaly
160,aug_images_f/img181.png,Cardiomegaly
161,aug_images_f/img182.png,Cardiomegaly
162,aug_images_f/img183.png,Cardiomegaly
163,aug_images_f/img184.png,Cardiomegaly
164,aug_images_f/img185.png,Cardiomegaly
165,aug_images_f/img186.png,Cardiomegaly
166,aug_images_f/img187.png,Cardiomegaly
167,aug_images_f/img188.png,Cardiomegaly
168,aug_images_f/img189.png,Cardiomegaly
169,aug_images_f/img190.png,Cardiomegaly
170,aug_images_f/img192.png,Cardiomegaly
171,aug_images_f/img193.png,Cardiomegaly
172,aug_images_f/img194.png,Cardiomegaly
173,aug_images_f/img195.png,Cardiomegaly
174,aug_images_f/img197.png,Cardiomegaly
175,aug_images_f/img198.png,Cardiomegaly
176,aug_images_f/img199.png,Cardiomegaly
177,aug_images_f/img201.png,Cardiomegaly
178,aug_images_f/img203.png,Cardiomegaly
179,aug_images_f/img206.png,Cardiomegaly
180,aug_images_f/img207.png,Cardiomegaly
181,aug_images_f/img208.png,Cardiomegaly
182,aug_images_f/img209.png,Cardiomegaly
183,aug_images_f/img210.png,Cardiomegaly
184,aug_images_f/img211.png,Cardiomegaly
185,aug_images_f/img212.png,Cardiomegaly
186,aug_images_f/img213.png,Cardiomegaly
187,aug_images_f/img214.png,Cardiomegaly
188,aug_images_f/img215.png,Cardiomegaly
189,aug_images_f/img216.png,Cardiomegaly
190,aug_images_f/img217.png,Cardiomegaly
191,aug_images_f/img219.png,Cardiomegaly
192,aug_images_f/img220.png,Cardiomegaly
193,aug_images_f/img221.png,Cardiomegaly
194,aug_images_f/img222.png,Cardiomegaly
195,aug_images_f/img223.png,Cardiomegaly
196,aug_images_f/img224.png,Cardiomegaly
197,aug_images_f/img225.png,Cardiomegaly
198,aug_images_f/img228.png,Cardiomegaly
199,aug_images_f/img229.png,Cardiomegaly
200,aug_images_f/img230.png,Cardiomegaly
201,aug_images_f/img231.png,Cardiomegaly
202,aug_images_f/img234.png,Cardiomegaly
203,aug_images_f/img235.png,Cardiomegaly
204,aug_images_f/img236.png,Cardiomegaly
205,aug_images_f/img237.png,Cardiomegaly
206,aug_images_f/img238.png,Cardiomegaly
207,aug_images_f/img239.png,Cardiomegaly
208,aug_images_f/img241.png,Cardiomegaly
209,aug_images_f/img242.png,Cardiomegaly
210,aug_images_f/img243.png,Cardiomegaly
211,aug_images_f/img244.png,Cardiomegaly
212,aug_images_f/img246.png,Cardiomegaly
213,aug_images_f/img247.png,Cardiomegaly
214,aug_images_f/img248.png,Cardiomegaly
215,aug_images_f/img249.png,Cardiomegaly
216,aug_images_f/img250.png,Cardiomegaly
217,aug_images_f/img252.png,Cardiomegaly
218,aug_images_f/img253.png,Cardiomegaly
219,aug_images_f/img254.png,Cardiomegaly
220,aug_images_f/img255.png,Cardiomegaly
221,aug_images_f/img256.png,Cardiomegaly
222,aug_images_f/img257.png,Cardiomegaly
223,aug_images_f/img258.png,Cardiomegaly
224,aug_images_f/img259.png,Cardiomegaly
225,aug_images_f/img260.png,Cardiomegaly
226,aug_images_f/img261.png,Cardiomegaly
227,aug_images_f/img262.png,Cardiomegaly
228,aug_images_f/img263.png,Cardiomegaly
229,aug_images_f/img264.png,Cardiomegaly
230,aug_images_f/img265.png,Cardiomegaly
231,aug_images_f/img266.png,Cardiomegaly
232,aug_images_f/img267.png,Cardiomegaly
233,aug_images_f/img268.png,Cardiomegaly
234,aug_images_f/img269.png,Cardiomegaly
235,aug_images_f/img270.png,Cardiomegaly
236,aug_images_f/img271.png,Cardiomegaly
237,aug_images_f/img272.png,Cardiomegaly
238,aug_images_f/img273.png,Cardiomegaly
239,aug_images_f/img274.png,Cardiomegaly
240,aug_images_f/img275.png,Cardiomegaly
241,aug_images_f/img276.png,Cardiomegaly
242,aug_images_f/img277.png,Cardiomegaly
243,aug_images_f/img278.png,Cardiomegaly
244,aug_images_f/img279.png,Cardiomegaly
245,aug_images_f/img280.png,Cardiomegaly
246,aug_images_f/img281.png,Cardiomegaly
247,aug_images_f/img282.png,Cardiomegaly
248,aug_images_f/img283.png,Cardiomegaly
249,aug_images_f/img284.png,Cardiomegaly
250,aug_images_f/img285.png,Cardiomegaly
251,aug_images_f/img286.png,Cardiomegaly
252,aug_images_f/img287.png,Cardiomegaly
253,aug_images_f/img288.png,Cardiomegaly
254,aug_images_f/img289.png,Cardiomegaly
255,aug_images_f/img290.png,Cardiomegaly
256,aug_images_f/img291.png,Cardiomegaly
257,aug_images_f/img293.png,Cardiomegaly
258,aug_images_f/img294.png,Cardiomegaly
259,aug_images_f/img295.png,Cardiomegaly
260,aug_images_f/img298.png,Cardiomegaly
261,aug_images_f/img299.png,Cardiomegaly
262,aug_images_f/img300.png,Cardiomegaly
263,aug_images_f/img301.png,Cardiomegaly
264,aug_images_f/img302.png,Cardiomegaly
265,aug_images_f/img303.png,Cardiomegaly
266,aug_images_f/img304.png,Cardiomegaly
267,aug_images_f/img306.png,Cardiomegaly
268,aug_images_f/img307.png,Cardiomegaly
269,aug_images_f/img308.png,Cardiomegaly
270,aug_images_f/img309.png,Cardiomegaly
271,aug_images_f/img310.png,Cardiomegaly
272,aug_images_f/img311.png,Cardiomegaly
273,aug_images_f/img312.png,Cardiomegaly
274,aug_images_f/img313.png,Cardiomegaly
275,aug_images_f/img315.png,Cardiomegaly
276,aug_images_f/img316.png,Cardiomegaly
277,aug_images_f/img317.png,Cardiomegaly
278,aug_images_f/img318.png,Cardiomegaly
279,aug_images_f/img319.png,Cardiomegaly
280,aug_images_f/img320.png,Cardiomegaly
281,aug_images_f/img321.png,Cardiomegaly
282,aug_images_f/img322.png,Cardiomegaly
283,aug_images_f/img323.png,Cardiomegaly
284,aug_images_f/img324.png,Cardiomegaly
285,aug_images_f/img325.png,Cardiomegaly
286,aug_images_f/img326.png,Cardiomegaly
287,aug_images_f/img327.png,Cardiomegaly
288,aug_images_f/img329.png,Cardiomegaly
289,aug_images_f/img330.png,Cardiomegaly
290,aug_images_f/img331.png,Cardiomegaly
291,aug_images_f/img332.png,Cardiomegaly
292,aug_images_f/img333.png,Cardiomegaly
293,aug_images_f/img335.png,Cardiomegaly
294,aug_images_f/img336.png,Cardiomegaly
295,aug_images_f/img337.png,Cardiomegaly
296,aug_images_f/img338.png,Cardiomegaly
297,aug_images_f/img339.png,Cardiomegaly
298,aug_images_f/img341.png,Cardiomegaly
299,aug_images_f/img342.png,Cardiomegaly
300,aug_images_f/img343.png,Cardiomegaly
301,aug_images_f/img344.png,Cardiomegaly
302,aug_images_f/img345.png,Cardiomegaly
303,aug_images_f/img346.png,Cardiomegaly
304,aug_images_f/img347.png,Cardiomegaly
305,aug_images_f/img348.png,Cardiomegaly
306,aug_images_f/img349.png,Cardiomegaly
307,aug_images_f/img350.png,Cardiomegaly
308,aug_images_f/img351.png,Cardiomegaly
309,aug_images_f/img352.png,Cardiomegaly
310,aug_images_f/img353.png,Cardiomegaly
311,aug_images_f/img354.png,Cardiomegaly
312,aug_images_f/img356.png,Cardiomegaly
313,aug_images_f/img357.png,Cardiomegaly
314,aug_images_f/img358.png,Cardiomegaly
315,aug_images_f/img359.png,Cardiomegaly
316,aug_images_f/img360.png,Cardiomegaly
317,aug_images_f/img362.png,Cardiomegaly
318,aug_images_f/img363.png,Cardiomegaly
319,aug_images_f/img364.png,Cardiomegaly
320,aug_images_f/img365.png,Cardiomegaly
321,aug_images_f/img366.png,Cardiomegaly
322,aug_images_f/img367.png,Cardiomegaly
323,aug_images_f/img368.png,Cardiomegaly
324,aug_images_f/img369.png,Cardiomegaly
325,aug_images_f/img370.png,Cardiomegaly
326,aug_images_f/img371.png,Cardiomegaly
327,aug_images_f/img372.png,Cardiomegaly
328,aug_images_f/img373.png,Cardiomegaly
329,aug_images_f/img374.png,Cardiomegaly
330,aug_images_f/img375.png,Cardiomegaly
331,aug_images_f/img376.png,Cardiomegaly
332,aug_images_f/img377.png,Cardiomegaly
333,aug_images_f/img378.png,Cardiomegaly
334,aug_images_f/img379.png,Cardiomegaly
335,aug_images_f/img380.png,Cardiomegaly
336,aug_images_f/img382.png,Cardiomegaly
337,aug_images_f/img384.png,Cardiomegaly
338,aug_images_f/img385.png,Cardiomegaly
339,aug_images_f/img386.png,Cardiomegaly
340,aug_images_f/img387.png,Cardiomegaly
341,aug_images_f/img388.png,Cardiomegaly
342,aug_images_f/img389.png,Cardiomegaly
343,aug_images_f/img390.png,Cardiomegaly
344,aug_images_f/img391.png,Cardiomegaly
345,aug_images_f/img392.png,Cardiomegaly
346,aug_images_f/img394.png,Cardiomegaly
347,aug_images_f/img395.png,Cardiomegaly
348,aug_images_f/img396.png,Cardiomegaly
349,aug_images_f/img397.png,Cardiomegaly
350,aug_images_f/img398.png,Cardiomegaly
351,aug_images_f/img399.png,Cardiomegaly
352,aug_images_f/img400.png,Cardiomegaly
353,aug_images_f/img401.png,Cardiomegaly
354,aug_images_f/img402.png,Cardiomegaly
355,aug_images_f/img403.png,Cardiomegaly
356,aug_images_f/img404.png,Cardiomegaly
357,aug_images_f/img405.png,Cardiomegaly
358,aug_images_f/img406.png,Cardiomegaly
359,aug_images_f/img407.png,Cardiomegaly
360,aug_images_f/img408.png,Cardiomegaly
361,aug_images_f/img409.png,Cardiomegaly
362,aug_images_f/img410.png,Cardiomegaly
363,aug_images_f/img412.png,Cardiomegaly
364,aug_images_f/img413.png,Cardiomegaly
365,aug_images_f/img415.png,Cardiomegaly
366,aug_images_f/img418.png,Cardiomegaly
367,aug_images_f/img419.png,Cardiomegaly
368,aug_images_f/img420.png,Cardiomegaly
369,aug_images_f/img421.png,Cardiomegaly
370,aug_images_f/img422.png,Cardiomegaly
371,aug_images_f/img423.png,Cardiomegaly
372,aug_images_f/img424.png,Cardiomegaly
373,aug_images_f/img425.png,Cardiomegaly
374,aug_images_f/img426.png,Cardiomegaly
375,aug_images_f/img427.png,Cardiomegaly
376,aug_images_f/img429.png,Cardiomegaly
377,aug_images_f/img430.png,Cardiomegaly
378,aug_images_f/img431.png,Cardiomegaly
379,aug_images_f/img432.png,Cardiomegaly
380,aug_images_f/img433.png,Cardiomegaly
381,aug_images_f/img434.png,Cardiomegaly
382,aug_images_f/img435.png,Cardiomegaly
383,aug_images_f/img436.png,Cardiomegaly
384,aug_images_f/img437.png,Cardiomegaly
385,aug_images_f/img438.png,Cardiomegaly
386,aug_images_f/img439.png,Cardiomegaly
387,aug_images_f/img440.png,Cardiomegaly
388,aug_images_f/img441.png,Cardiomegaly
389,aug_images_f/img442.png,Cardiomegaly
390,aug_images_f/img443.png,Cardiomegaly
391,aug_images_f/img444.png,Cardiomegaly
392,aug_images_f/img445.png,Cardiomegaly
393,aug_images_f/img447.png,Cardiomegaly
394,aug_images_f/img448.png,Cardiomegaly
395,aug_images_f/img449.png,Cardiomegaly
396,aug_images_f/img450.png,Cardiomegaly
397,aug_images_f/img451.png,Cardiomegaly
398,aug_images_f/img452.png,Cardiomegaly
399,aug_images_f/img453.png,Cardiomegaly
400,aug_images_f/img455.png,Cardiomegaly
401,aug_images_f/img456.png,Cardiomegaly
402,aug_images_f/img457.png,Cardiomegaly
403,aug_images_f/img458.png,Cardiomegaly
404,aug_images_f/img459.png,Cardiomegaly
405,aug_images_f/img461.png,Cardiomegaly
406,aug_images_f/img462.png,Cardiomegaly
407,aug_images_f/img464.png,Cardiomegaly
408,aug_images_f/img465.png,Cardiomegaly
409,aug_images_f/img466.png,Cardiomegaly
410,aug_images_f/img467.png,Cardiomegaly
411,aug_images_f/img468.png,Cardiomegaly
412,aug_images_f/img469.png,Cardiomegaly
413,aug_images_f/img471.png,Cardiomegaly
414,aug_images_f/img473.png,Cardiomegaly
415,aug_images_f/img474.png,Cardiomegaly
416,aug_images_f/img475.png,Cardiomegaly
417,aug_images_f/img476.png,Cardiomegaly
418,aug_images_f/img477.png,Cardiomegaly
419,aug_images_f/img478.png,Cardiomegaly
420,aug_images_f/img479.png,Cardiomegaly
421,aug_images_f/img480.png,Cardiomegaly
422,aug_images_f/img481.png,Cardiomegaly
423,aug_images_f/img483.png,Cardiomegaly
424,aug_images_f/img484.png,Cardiomegaly
425,aug_images_f/img486.png,Cardiomegaly
426,aug_images_f/img487.png,Cardiomegaly
427,aug_images_f/img488.png,Cardiomegaly
428,aug_images_f/img489.png,Cardiomegaly
429,aug_images_f/img490.png,Cardiomegaly
430,aug_images_f/img491.png,Cardiomegaly
431,aug_images_f/img492.png,Cardiomegaly
432,aug_images_f/img493.png,Cardiomegaly
433,aug_images_f/img494.png,Cardiomegaly
434,aug_images_f/img495.png,Cardiomegaly
435,aug_images_f/img496.png,Cardiomegaly
436,aug_images_f/img497.png,Cardiomegaly
437,aug_images_f/img498.png,Cardiomegaly
438,aug_images_f/img500.png,Cardiomegaly
439,aug_images_f/img501.png,Cardiomegaly
440,aug_images_f/img502.png,Cardiomegaly
441,aug_images_f/img503.png,Cardiomegaly
442,aug_images_f/img504.png,Cardiomegaly
443,aug_images_f/img505.png,Cardiomegaly
444,aug_images_f/img506.png,Cardiomegaly
445,aug_images_f/img507.png,Cardiomegaly
446,aug_images_f/img508.png,Cardiomegaly
447,aug_images_f/img509.png,Cardiomegaly
448,aug_images_f/img510.png,Cardiomegaly
449,aug_images_f/img511.png,Cardiomegaly
450,aug_images_f/img512.png,Cardiomegaly
451,aug_images_f/img513.png,Cardiomegaly
452,aug_images_f/img514.png,Cardiomegaly
453,aug_images_f/img516.png,Cardiomegaly
454,aug_images_f/img517.png,Cardiomegaly
455,aug_images_f/img518.png,Cardiomegaly
456,aug_images_f/img519.png,Cardiomegaly
457,aug_images_f/img520.png,Cardiomegaly
458,aug_images_f/img521.png,Cardiomegaly
459,aug_images_f/img522.png,Cardiomegaly
460,aug_images_f/img524.png,Cardiomegaly
461,aug_images_f/img525.png,Cardiomegaly
462,aug_images_f/img526.png,Cardiomegaly
463,aug_images_f/img528.png,Cardiomegaly
464,aug_images_f/img529.png,Cardiomegaly
465,aug_images_f/img530.png,Cardiomegaly
466,aug_images_f/img531.png,Cardiomegaly
467,aug_images_f/img533.png,Cardiomegaly
468,aug_images_f/img534.png,Cardiomegaly
469,aug_images_f/img535.png,Cardiomegaly
470,aug_images_f/img536.png,Cardiomegaly
471,aug_images_f/img537.png,Cardiomegaly
472,aug_images_f/img538.png,Cardiomegaly
473,aug_images_f/img539.png,Cardiomegaly
474,aug_images_f/img540.png,Cardiomegaly
475,aug_images_f/img541.png,Cardiomegaly
476,aug_images_f/img542.png,Cardiomegaly
477,aug_images_f/img543.png,Cardiomegaly
478,aug_images_f/img544.png,Cardiomegaly
479,aug_images_f/img545.png,Cardiomegaly
480,aug_images_f/img546.png,Cardiomegaly
481,aug_images_f/img547.png,Cardiomegaly
482,aug_images_f/img548.png,Cardiomegaly
483,aug_images_f/img550.png,Cardiomegaly
484,aug_images_f/img552.png,Cardiomegaly
485,aug_images_f/img553.png,Cardiomegaly
486,aug_images_f/img554.png,Cardiomegaly
487,aug_images_f/img555.png,Cardiomegaly
488,aug_images_f/img556.png,Cardiomegaly
489,aug_images_f/img557.png,Cardiomegaly
490,aug_images_f/img558.png,Cardiomegaly
491,aug_images_f/img560.png,Cardiomegaly
492,aug_images_f/img561.png,Cardiomegaly
493,aug_images_f/img562.png,Cardiomegaly
494,aug_images_f/img565.png,Cardiomegaly
495,aug_images_f/img566.png,Cardiomegaly
496,aug_images_f/img567.png,Cardiomegaly
497,aug_images_f/img568.png,Cardiomegaly
498,aug_images_f/img569.png,Cardiomegaly
